-3.141593	0.080730	-2.622036
-3.141593	0.203748	0.590255
-3.141593	0.290380	-0.796960
-3.141593	0.297065	2.160177
-3.141593	0.370812	-2.547742
-3.141593	0.379747	-1.713059
-3.141593	0.418037	1.360082
-3.141593	0.419640	2.974122
-3.141593	0.458961	-0.107937
-3.141593	0.496451	0.593859
-3.141593	0.571433	-1.188419
-3.141593	0.591903	2.010408
-3.141593	0.615174	-0.666022
-3.141593	0.618092	2.539118
-3.141593	0.619654	-2.216909
-3.141593	0.640596	-2.797608
-3.141593	0.674054	1.013609
-3.141593	0.685216	-1.712745
-3.141593	0.700570	1.559208
-3.141593	0.709924	0.218797
-3.141593	0.733948	3.021411
-3.141593	0.762244	-0.273349
-3.141593	0.831641	0.616218
-3.141593	0.850607	-1.335383
-3.141593	0.864993	2.278281
-3.141593	0.866395	-2.492918
-3.141593	0.866955	-0.931351
-3.141593	0.899350	-2.069907
-3.141593	0.906588	1.252948
-3.141593	0.910508	1.903534
-3.141593	0.914445	2.687814
-3.141593	0.929350	-2.910676
-3.141593	0.960688	-0.577532
-3.141593	0.961715	0.014085
-3.141593	0.992645	-1.723759
-3.141593	1.014500	0.906702
-3.141593	1.025536	1.576859
-3.141593	1.045978	0.343692
-3.141593	1.050534	3.042579
-3.141593	1.113094	-0.272241
-3.141593	1.128190	-2.288622
-3.141593	1.134497	-1.109631
-3.141593	1.134796	2.434290
-3.141593	1.135813	-2.658866
-3.141593	1.135834	-1.431087
-3.141593	1.168678	2.108595
-3.141593	1.184361	0.625864
-3.141593	1.194549	-0.801900
-3.141593	1.195355	1.200319
-3.141593	1.214854	-1.966664
-3.141593	1.218453	2.777284
-3.141593	1.242974	-2.977882
-3.141593	1.247695	1.809890
-3.141593	1.256302	0.062705
-3.141593	1.301460	-0.509251
-3.141593	1.310100	1.488307
-3.141593	1.325504	-1.671296
-3.141593	1.335669	0.897240
-3.141593	1.367556	0.358405
-3.141593	1.374601	-2.456031
-3.141593	1.391910	3.030322
-3.141593	1.413347	-1.339188
-3.141593	1.413430	2.550734
-3.141593	1.417623	-0.202254
-3.141593	1.433411	-1.035986
-3.141593	1.440580	2.260026
-3.141593	1.448123	-2.163292
-3.141593	1.450119	-2.739050
-3.141593	1.488617	1.159546
-3.141593	1.504028	0.636812
-3.141593	1.506530	1.988858
-3.141593	1.510910	-0.740472
-3.141593	1.545873	-1.877082
-3.141593	1.554776	0.100351
-3.141593	1.555207	1.708892
-3.141593	1.569311	-3.003978
-3.141593	1.574060	2.783565
-3.141593	1.599406	1.426070
-3.141593	1.606104	-0.451151
-3.141593	1.617114	-1.572037
-3.141593	1.658653	-2.409879
-3.141593	1.662363	0.915448
-3.141593	1.683268	0.374177
-3.141593	1.696674	-1.253233
-3.141593	1.699788	2.452890
-3.141593	1.721184	-0.153948
-3.141593	1.732874	-0.951685
-3.141593	1.736875	3.023612
-3.141593	1.741644	-2.695914
-3.141593	1.756530	-2.105156
-3.141593	1.766067	2.153843
-3.141593	1.809167	1.213774
-3.141593	1.812176	0.656819
-3.141593	1.824694	1.850876
-3.141593	1.836682	-0.676006
-3.141593	1.846342	-1.796954
-3.141593	1.869911	2.701025
-3.141593	1.870545	-2.976234
-3.141593	1.872854	1.543456
-3.141593	1.875281	0.107086
-3.141593	1.904882	-1.478089
-3.141593	1.909857	-0.381669
-3.141593	1.948085	-2.363031
-3.141593	1.977582	0.969896
-3.141593	1.982574	-1.115518
-3.141593	1.998705	2.370472
-3.141593	2.001437	0.381215
-3.141593	2.033014	2.977192
-3.141593	2.041297	-2.664597
-3.141593	2.063651	-2.044600
-3.141593	2.073035	2.027405
-3.141593	2.089241	-0.114193
-3.141593	2.104282	-0.813972
-3.141593	2.108018	1.311430
-3.141593	2.115563	0.685730
-3.141593	2.138223	1.678323
-3.141593	2.153910	-1.714959
-3.141593	2.164094	-2.991358
-3.141593	2.174483	2.653697
-3.141593	2.180315	-1.357379
-3.141593	2.187132	-0.479875
-3.141593	2.247462	0.191623
-3.141593	2.251330	-2.330739
-3.141593	2.295480	1.008277
-3.141593	2.299159	2.264663
-3.141593	2.343981	-1.040456
-3.141593	2.349581	-2.702517
-3.141593	2.356369	3.005869
-3.141593	2.379497	0.561089
-3.141593	2.393226	1.857173
-3.141593	2.396274	-1.959260
-3.141593	2.404280	-0.174044
-3.141593	2.407836	1.410646
-3.141593	2.455966	-0.641220
-3.141593	2.456751	-1.503343
-3.141593	2.478122	2.609777
-3.141593	2.579248	-2.364801
-3.141593	2.587733	0.232235
-3.141593	2.588535	-2.976617
-3.141593	2.592629	0.909713
-3.141593	2.637879	2.121598
-3.141593	2.664082	-1.071402
-3.141593	2.704512	1.488683
-3.141593	2.719179	-1.780644
-3.141593	2.724429	-0.348782
-3.141593	2.760637	2.781135
-3.141593	2.863997	0.549740
-3.141593	2.881233	-2.582574
-3.141593	2.979456	-1.009304
-3.141593	2.984978	1.954446
-2.879793	0.080730	-2.622036
-2.879793	0.203748	0.590255
-2.879793	0.290380	-0.796960
-2.879793	0.297065	2.160177
-2.879793	0.370812	-2.547742
-2.879793	0.379747	-1.713059
-2.879793	0.418037	1.360082
-2.879793	0.419640	2.974122
-2.879793	0.458961	-0.107937
-2.879793	0.496451	0.593859
-2.879793	0.571433	-1.188419
-2.879793	0.591903	2.010408
-2.879793	0.615174	-0.666022
